id,employee_email,name,country,city,salary,joining_date,contract_type
35,jkarslakey@oakley.com,Judah,Indonesia,Tabanan,$9163.43,2023-10-24,Landscaping & Irrigation
79,tfogden26@nasa.gov,Tova,Indonesia,Tabanan,$1296.25,2023-11-28,Soft Flooring and Base
144,pbenaine3z@amazon.co.jp,Portia,Indonesia,Tabanan,$9879.07,2023-11-22,Roofing (Metal)
199,jwoodnutt5i@a8.net,Jedd,Indonesia,Tabanan,$9262.14,2023-09-13,Drywall & Acoustical (MOB)
227,btwort6a@smugmug.com,Bella,Indonesia,Tabanan,$9467.86,2023-08-22,Roofing (Metal)
230,hlodwig6d@phoca.cz,Hamil,Indonesia,Tabanan,$6331.80,2023-08-24,Drywall & Acoustical (FED)
258,vharragin75@qq.com,Valerie,Indonesia,Tabanan,$3416.74,2023-11-02,Plumbing & Medical Gas
514,cwilshiree9@umich.edu,Cordi,Indonesia,Tabanan,$3004.33,2023-12-05,Framing (Steel)
555,nunderhillfe@elegantthemes.com,Northrup,Indonesia,Tabanan,$3047.33,2023-12-18,Plumbing & Medical Gas
618,dbagsterh5@utexas.edu,Deeann,Indonesia,Tabanan,$9833.16,2023-11-07,Waterproofing & Caulking
745,sandreottiko@google.com,Selma,Indonesia,Tabanan,$8760.46,2023-12-24,Elevator
749,cberreyks@java.com,Charlean,Indonesia,Tabanan,$4907.44,2023-10-30,Retaining Wall and Brick Pavers
836,dgergen7@people.com.cn,Dagny,Indonesia,Tabanan,$5355.38,2023-11-12,Curb & Gutter
942,bsuddardsq5@homestead.com,Barney,Indonesia,Tabanan,$3792.50,2023-12-27,EIFS
944,ecraiggq7@slate.com,Emmalynne,Indonesia,Tabanan,$7606.92,2023-09-03,RF Shielding
957,gcottierqk@360.cn,Godfree,Indonesia,Tabanan,$3987.02,2023-11-12,Sitework & Site Utilities
993,edevannyrk@gizmodo.com,Eduino,Indonesia,Tabanan,$8189.71,2023-12-29,Electrical
13,pfindersc@timesonline.co.uk,Pedro,Sweden,Eskilstuna,$7675.13,2023-09-08,Ornamental Railings
18,wchatanh@domainmarket.com,Wilhelmine,Sweden,Eskilstuna,$1384.93,2023-11-28,Wall Protection
57,dpentland1k@homestead.com,Daveen,Sweden,Eskilstuna,$6602.03,2023-12-19,Structural and Misc Steel (Fabrication)
91,vaddess2i@github.io,Vincenty,Sweden,Eskilstuna,$2435.44,2023-09-09,Roofing (Metal)
271,dtocque7i@facebook.com,Drud,Sweden,Eskilstuna,$7848.92,2023-11-14,Framing (Steel)
316,sbusswell8r@cloudflare.com,Sarene,Sweden,Eskilstuna,$4534.87,2023-08-24,Termite Control
320,kbrettell8v@topsy.com,Konstantine,Sweden,Eskilstuna,$1057.83,2023-12-25,Wall Protection
351,lgarza9q@google.it,Lindy,Sweden,Eskilstuna,$6441.52,2023-08-27,Landscaping & Irrigation
354,skepling9t@cbslocal.com,Stanton,Sweden,Eskilstuna,$3627.42,2023-11-06,Drilled Shafts
360,koshea9z@geocities.jp,Kylie,Sweden,Eskilstuna,$3643.10,2023-09-16,Epoxy Flooring
376,tburgoineaf@ucoz.ru,Theo,Sweden,Eskilstuna,$4539.78,2023-12-27,Framing (Wood)
378,tingolottiah@macromedia.com,Towny,Sweden,Eskilstuna,$8321.03,2023-12-11,Site Furnishings
474,nharbertsond5@usnews.com,Nickie,Sweden,Eskilstuna,$6947.18,2023-08-27,Elevator
486,gludgatedh@blogtalkradio.com,Gates,Sweden,Eskilstuna,$4089.62,2023-11-09,Electrical
609,lpiegromegw@wikipedia.org,Luther,Sweden,Eskilstuna,$7540.30,2023-09-18,Elevator
692,rsmythj7@hc360.com,Raffaello,Sweden,Eskilstuna,$7393.34,2023-12-07,Masonry
713,eokeenanjs@aol.com,Early,Sweden,Eskilstuna,$2194.63,2023-10-20,Masonry
835,yweinn6@cbsnews.com,Yard,Sweden,Eskilstuna,$4580.47,2023-12-18,Electrical and Fire Alarm
956,msoreauqj@linkedin.com,Mile,Sweden,Eskilstuna,$6941.86,2023-08-26,Curb & Gutter
