id,employee_email,name,country,city,salary,joining_date,contract_type
7,mmangon6@youtu.be,Michal,Sweden,Filipstad,$1207.88,2024-03-19,HVAC
15,bcoughtreye@ucla.edu,Bettine,Sweden,Filipstad,$6318.26,2024-01-07,"Doors, Frames & Hardware"
21,emackrillk@biglobe.ne.jp,Erik,Sweden,Filipstad,$9977.37,2024-01-22,Construction Clean and Final Clean
31,dmabbittu@twitpic.com,Dilan,Sweden,Filipstad,$4437.95,2024-03-29,Electrical and Fire Alarm
59,bfarthin1m@ucoz.ru,Bibi,Sweden,Filipstad,$7556.11,2024-05-12,Rebar & Wire Mesh Install
69,emendoza1w@qq.com,Erma,Sweden,Filipstad,$5157.36,2024-07-10,Masonry
75,efinlan22@bravesites.com,Early,Sweden,Filipstad,$9390.91,2024-08-03,HVAC
148,lpert43@wufoo.com,Leighton,Sweden,Filipstad,$3318.07,2024-06-24,Epoxy Flooring
167,igarric4m@shareasale.com,Ina,Sweden,Filipstad,$1015.78,2024-01-31,Hard Tile & Stone
191,kvannozzii5a@webmd.com,Kellyann,Sweden,Filipstad,$1311.75,2024-06-02,EIFS
201,ashutt5k@deviantart.com,Anders,Sweden,Filipstad,$5481.82,2024-03-15,Fire Sprinkler System
223,nvalentim66@cmu.edu,Noe,Sweden,Filipstad,$2134.98,2024-03-25,Casework
268,mjaynes7f@prnewswire.com,Melina,Sweden,Filipstad,$3976.08,2024-06-18,Electrical
295,jjaime86@epa.gov,Jesselyn,Sweden,Filipstad,$2682.73,2024-03-02,Curb & Gutter
298,atrivett89@privacy.gov.au,Alix,Sweden,Filipstad,$3365.70,2024-05-09,Plumbing & Medical Gas
338,dalejandro9d@issuu.com,Dilan,Sweden,Filipstad,$1172.19,2024-08-07,Marlite Panels (FED)
424,mgoalbybr@mysql.com,Maddi,Sweden,Filipstad,$2459.49,2024-03-16,Structural and Misc Steel (Fabrication)
482,dwinterbournedd@theglobeandmail.com,Domenico,Sweden,Filipstad,$4870.51,2024-05-29,Exterior Signage
485,bdickerlinedg@eventbrite.com,Barrie,Sweden,Filipstad,$6458.29,2024-03-24,Drilled Shafts
490,ohutcheondl@blogger.com,Olenolin,Sweden,Filipstad,$4642.40,2024-02-14,EIFS
518,mfuluned@com.com,Malissia,Sweden,Filipstad,$6506.50,2024-02-28,Plumbing & Medical Gas
532,fbreiter@arstechnica.com,Fern,Sweden,Filipstad,$6839.89,2024-04-28,Curb & Gutter
543,cpickeringf2@ft.com,Catherin,Sweden,Filipstad,$5665.56,2024-01-03,Elevator
578,ddarchg1@engadget.com,Darnall,Sweden,Filipstad,$7128.47,2024-02-04,Roofing (Metal)
644,dcapnerhursthv@prnewswire.com,Dix,Sweden,Filipstad,$6885.88,2024-04-10,Masonry
670,lprescotil@shareasale.com,Lindsey,Sweden,Filipstad,$7555.06,2024-01-02,Soft Flooring and Base
675,labeauiq@wp.com,Loren,Sweden,Filipstad,$8779.73,2024-04-15,Glass & Glazing
702,pvaneevjh@gmpg.org,Pearla,Sweden,Filipstad,$7040.78,2024-03-09,Plumbing & Medical Gas
760,cdellarl3@hatena.ne.jp,Corabella,Sweden,Filipstad,$1952.12,2024-07-14,Retaining Wall and Brick Pavers
772,holenechanlf@cyberchimps.com,Hamlin,Sweden,Filipstad,$4194.19,2024-03-11,Electrical
775,ehudghtonli@google.pl,Eugenia,Sweden,Filipstad,$2556.38,2024-03-01,Retaining Wall and Brick Pavers
780,rmalesln@paypal.com,Rubi,Sweden,Filipstad,$9533.47,2024-05-03,Casework
808,dsteadmf@nationalgeographic.com,Dyanne,Sweden,Filipstad,$1740.08,2024-06-14,Electrical
845,mthemlng@mit.edu,Maxwell,Sweden,Filipstad,$9442.70,2024-05-12,Epoxy Flooring
857,arochellns@woothemes.com,Aeriel,Sweden,Filipstad,$3523.14,2024-04-01,Site Furnishings
972,ncotheyqz@multiply.com,Nicolette,Sweden,Filipstad,$1708.50,2024-05-05,Casework
4,jnehl3@goodreads.com,Jobye,Ukraine,Lebedyn,$5247.00,2024-06-11,Casework
8,ttorricella7@barnesandnoble.com,Thea,Ukraine,Lebedyn,$1520.15,2024-08-04,Masonry & Precast
84,sbirckmann2b@nifty.com,Sib,Ukraine,Lebedyn,$2580.10,2024-06-23,Framing (Steel)
125,jklimowicz3g@sun.com,Jori,Ukraine,Lebedyn,$7334.47,2024-06-27,"Temp Fencing, Decorative Fencing and Gates"
141,odeath3w@patch.com,Oralia,Ukraine,Lebedyn,$4614.07,2024-01-05,Termite Control
