id,employee_email,name,country,city,salary,joining_date,contract_type
44,bhaswell17@printfriendly.com,Brose,Indonesia,Kadubincarung,$1463.26,2024-02-15,Curb & Gutter
87,ggreenard2e@blog.com,Giustina,Indonesia,Kadubincarung,$2576.88,2024-05-14,Marlite Panels (FED)
112,vbenettelli33@google.es,Virgil,Indonesia,Kadubincarung,$1683.10,2024-01-02,Fire Protection
137,narthan3s@ycombinator.com,Nancee,Indonesia,Kadubincarung,$4366.00,2024-07-24,Drywall & Acoustical (MOB)
154,bgibbin49@fc2.com,Bert,Indonesia,Kadubincarung,$1399.99,2024-07-14,Painting & Vinyl Wall Covering
168,tmouan4n@freewebs.com,Tiertza,Indonesia,Kadubincarung,$5403.77,2024-04-01,Exterior Signage
202,astrick5l@omniture.com,Alie,Indonesia,Kadubincarung,$5979.54,2024-08-12,Epoxy Flooring
231,acuckoo6e@cbc.ca,Alicia,Indonesia,Kadubincarung,$3954.92,2024-05-21,Waterproofing & Caulking
250,rmcmeyler6x@desdev.cn,Raven,Indonesia,Kadubincarung,$4746.35,2024-04-21,Sitework & Site Utilities
262,mteacy79@histats.com,Mose,Indonesia,Kadubincarung,$8995.82,2024-06-28,Termite Control
273,efeild7k@un.org,Emlyn,Indonesia,Kadubincarung,$9410.09,2024-06-24,Waterproofing & Caulking
317,odaniau8s@newyorker.com,Olag,Indonesia,Kadubincarung,$3662.27,2024-06-27,Retaining Wall and Brick Pavers
368,ekeetleya7@youtu.be,Edgar,Indonesia,Kadubincarung,$5098.09,2024-03-09,Epoxy Flooring
467,isuthernscy@redcross.org,Isidoro,Indonesia,Kadubincarung,$6278.93,2024-02-04,EIFS
511,wtreslere6@rediff.com,West,Indonesia,Kadubincarung,$7187.47,2024-07-05,Hard Tile & Stone
547,tglyssannef6@so-net.ne.jp,Torey,Indonesia,Kadubincarung,$5542.17,2024-01-13,Glass & Glazing
565,wwarnockfo@cisco.com,Whit,Indonesia,Kadubincarung,$1148.25,2024-08-10,Prefabricated Aluminum Metal Canopies
577,cliccardig0@discuz.net,Conrado,Indonesia,Kadubincarung,$9650.27,2024-04-08,EIFS
586,mwittletong9@digg.com,Mason,Indonesia,Kadubincarung,$5133.10,2024-01-20,Drywall & Acoustical (FED)
628,nlarhamhf@sciencedaily.com,Neilla,Indonesia,Kadubincarung,$5493.73,2024-08-10,RF Shielding
630,hstroverhh@cargocollective.com,Heida,Indonesia,Kadubincarung,$6196.30,2024-07-03,Masonry
640,ctomaszewskihr@dailymotion.com,Corie,Indonesia,Kadubincarung,$1974.68,2024-05-27,Landscaping & Irrigation
657,zbelvini8@usa.gov,Zorah,Indonesia,Kadubincarung,$8184.26,2024-02-29,Rebar & Wire Mesh Install
662,mbuggeid@google.com.hk,Michaelina,Indonesia,Kadubincarung,$2662.97,2024-05-30,Fire Sprinkler System
688,acaudreyj3@cyberchimps.com,Amelina,Indonesia,Kadubincarung,$3080.95,2024-03-10,Drywall & Acoustical (FED)
741,rwedgbrowkk@simplemachines.org,Roberta,Indonesia,Kadubincarung,$9279.69,2024-02-22,Hard Tile & Stone
746,sdegoeykp@rediff.com,Sebastian,Indonesia,Kadubincarung,$2919.86,2024-06-29,EIFS
781,chaskelllo@state.tx.us,Carlynne,Indonesia,Kadubincarung,$5117.91,2024-08-05,Granite Surfaces
787,fstickenslu@webmd.com,Fayette,Indonesia,Kadubincarung,$8145.89,2024-06-29,Casework
797,jsimunekm4@soundcloud.com,Joceline,Indonesia,Kadubincarung,$7970.18,2024-04-27,Roofing (Asphalt)
828,dedgintonmz@vimeo.com,Darlleen,Indonesia,Kadubincarung,$1791.51,2024-03-29,Landscaping & Irrigation
840,vdymidowskinb@buzzfeed.com,Vaclav,Indonesia,Kadubincarung,$5514.47,2024-06-02,Landscaping & Irrigation
864,mpendocknz@naver.com,Magdalena,Indonesia,Kadubincarung,$7571.04,2024-02-27,Electrical
901,ineseyp0@mashable.com,Isac,Indonesia,Kadubincarung,$6218.12,2024-01-14,Structural & Misc Steel Erection
958,zsmoutenql@domainmarket.com,Zak,Indonesia,Kadubincarung,$2753.93,2024-06-15,"Temp Fencing, Decorative Fencing and Gates"
