id,employee_email,name,country,city,salary,joining_date,contract_type
19,badnami@umich.edu,Bebe,Syria,Al Ghizlānīyah,$1884.04,2024-08-11,Electrical and Fire Alarm
55,jfinlayson1i@jigsy.com,Jacqui,Syria,Al Ghizlānīyah,$7842.08,2024-05-25,Drywall & Acoustical (FED)
70,cmarvelley1x@psu.edu,Chelsy,Syria,Al Ghizlānīyah,$2407.97,2024-08-15,Wall Protection
90,kgunson2h@ovh.net,Kennan,Syria,Al Ghizlānīyah,$9998.11,2024-05-22,Casework
95,bhatliff2m@mtv.com,Buck,Syria,Al Ghizlānīyah,$1210.20,2024-07-09,Glass & Glazing
222,apessler65@cisco.com,Arch,Syria,Al Ghizlānīyah,$3476.88,2024-02-15,Construction Clean and Final Clean
275,olorenz7m@va.gov,Odette,Syria,Al Ghizlānīyah,$9960.66,2024-01-02,Wall Protection
282,tceely7t@mlb.com,Tedda,Syria,Al Ghizlānīyah,$1408.79,2024-03-10,Elevator
321,kwollaston8w@facebook.com,Karna,Syria,Al Ghizlānīyah,$8774.88,2024-05-14,Plumbing & Medical Gas
333,chawlgarth98@google.de,Christian,Syria,Al Ghizlānīyah,$4020.31,2024-03-25,Roofing (Asphalt)
358,akeppy9x@theguardian.com,Anica,Syria,Al Ghizlānīyah,$1081.16,2024-03-06,HVAC
382,rpedroal@reference.com,Raynard,Syria,Al Ghizlānīyah,$4092.45,2024-05-26,Construction Clean and Final Clean
399,mpresshaughb2@salon.com,Mathian,Syria,Al Ghizlānīyah,$9031.61,2024-06-09,Fire Protection
481,glindhedc@goo.ne.jp,Giffie,Syria,Al Ghizlānīyah,$6501.98,2024-06-12,Structural and Misc Steel (Fabrication)
496,hsetterthwaitdr@geocities.jp,Harry,Syria,Al Ghizlānīyah,$3559.95,2024-03-06,Sitework & Site Utilities
501,fkeechdw@topsy.com,Florina,Syria,Al Ghizlānīyah,$8120.24,2024-04-17,Termite Control
529,jboorneo@github.io,Jermain,Syria,Al Ghizlānīyah,$9915.12,2024-02-06,"Temp Fencing, Decorative Fencing and Gates"
564,mcoweuppefn@nbcnews.com,Marlyn,Syria,Al Ghizlānīyah,$8910.73,2024-02-28,Granite Surfaces
681,chumaniw@bloomberg.com,Courtnay,Syria,Al Ghizlānīyah,$6494.02,2024-06-12,Sitework & Site Utilities
714,wduganjt@flavors.me,Waylin,Syria,Al Ghizlānīyah,$1831.27,2024-02-25,Painting & Vinyl Wall Covering
750,aserverkt@miibeian.gov.cn,Alvera,Syria,Al Ghizlānīyah,$2868.83,2024-05-09,Fire Protection
851,sslevinnm@slashdot.org,Seka,Syria,Al Ghizlānīyah,$2614.30,2024-05-21,"Temp Fencing, Decorative Fencing and Gates"
878,mgoodingod@skyrock.com,Maribelle,Syria,Al Ghizlānīyah,$5730.35,2024-06-22,Masonry & Precast
890,wleonop@xinhuanet.com,Wallie,Syria,Al Ghizlānīyah,$9532.07,2024-03-27,Painting & Vinyl Wall Covering
921,epreskettpk@sakura.ne.jp,Emmaline,Syria,Al Ghizlānīyah,$8475.17,2024-03-28,Masonry
984,tmauderb@github.io,Tobin,Syria,Al Ghizlānīyah,$9131.19,2024-05-05,Termite Control
986,gbilbyrd@seesaa.net,Gigi,Syria,Al Ghizlānīyah,$9356.47,2024-07-03,Structural & Misc Steel Erection
990,kfilipowiczrh@networkadvertising.org,Kevyn,Syria,Al Ghizlānīyah,$8762.93,2024-03-29,Termite Control
