id,employee_email,name,country,city,salary,joining_date,contract_type
17,jgrinnovg@unc.edu,Jewell,United States,Albany,$4708.26,2024-07-06,Framing (Steel)
47,wlockyear1a@squidoo.com,Worth,United States,Albany,$5901.20,2024-03-18,Casework
76,rpavolini23@google.fr,Raynard,United States,Albany,$3420.58,2024-02-26,Construction Clean and Final Clean
83,cmara2a@pinterest.com,Clareta,United States,Albany,$3026.20,2024-02-01,Site Furnishings
108,bwhitecross2z@gizmodo.com,Brandtr,United States,Albany,$2798.44,2024-01-12,Epoxy Flooring
129,clebrum3k@howstuffworks.com,Chalmers,United States,Albany,$7756.57,2024-01-13,Electrical
153,nmcmahon48@com.com,Nedi,United States,Albany,$5010.58,2024-05-21,Plumbing & Medical Gas
170,cmccreery4p@europa.eu,Clovis,United States,Albany,$4056.25,2024-05-08,Drywall & Acoustical (MOB)
240,jdumphrey6n@meetup.com,Jaymee,United States,Albany,$9093.21,2024-04-02,Landscaping & Irrigation
281,warundel7s@miitbeian.gov.cn,Wynne,United States,Albany,$6297.40,2024-05-15,Soft Flooring and Base
293,lreggio84@amazon.co.jp,Lynsey,United States,Albany,$3237.46,2024-06-07,Fire Sprinkler System
308,cgantz8j@diigo.com,Cass,United States,Albany,$4232.27,2024-04-17,Plumbing & Medical Gas
350,tschofield9p@friendfeed.com,Tansy,United States,Albany,$1411.79,2024-02-14,Epoxy Flooring
414,isivellbh@dyndns.org,Ibbie,United States,Albany,$4576.89,2024-06-20,Marlite Panels (FED)
468,holivellocz@nytimes.com,Huey,United States,Albany,$4121.10,2024-01-27,Ornamental Railings
505,gtebbse0@china.com.cn,Ginni,United States,Albany,$2037.58,2024-03-13,Framing (Steel)
510,asnaithe5@economist.com,Abby,United States,Albany,$4489.72,2024-02-08,Wall Protection
515,cwinhamea@fastcompany.com,Charin,United States,Albany,$9690.79,2024-06-17,Elevator
548,ccowansf7@mit.edu,Cinderella,United States,Albany,$5057.77,2024-01-06,Asphalt Paving
563,powerfm@biglobe.ne.jp,Pierre,United States,Albany,$4623.33,2024-06-03,Epoxy Flooring
568,mhuxstepfr@gizmodo.com,Mickie,United States,Albany,$6077.09,2024-07-31,Glass & Glazing
658,cmanifoldi9@list-manage.com,Charmaine,United States,Albany,$2167.08,2024-06-09,Exterior Signage
680,dhiggoeiv@bravesites.com,Denney,United States,Albany,$6962.33,2024-07-21,Waterproofing & Caulking
695,sdearnlyja@dagondesign.com,Saxe,United States,Albany,$5372.84,2024-02-25,Site Furnishings
871,jhugonneto6@comsenz.com,Jeniece,United States,Albany,$5847.78,2024-03-25,EIFS
968,tgerrietzqv@photobucket.com,Trumaine,United States,Albany,$3387.05,2024-06-27,Epoxy Flooring
41,wperrington14@zdnet.com,Wakefield,China,Dinghuo,$9783.63,2024-04-09,Glass & Glazing
86,fboothby2d@sphinn.com,Filberto,China,Dinghuo,$3739.70,2024-04-01,Epoxy Flooring
127,tswayland3i@gmpg.org,Trefor,China,Dinghuo,$5949.49,2024-08-16,Wall Protection
133,bweed3o@ehow.com,Berty,China,Dinghuo,$4361.13,2024-03-08,Electrical and Fire Alarm
173,dsandcroft4s@virginia.edu,Dredi,China,Dinghuo,$2376.68,2024-01-19,Glass & Glazing
186,sriba55@ucla.edu,Steffie,China,Dinghuo,$8248.69,2024-07-23,Drywall & Acoustical (MOB)
206,aambrose5p@phpbb.com,Aubert,China,Dinghuo,$8014.88,2024-01-10,Rebar & Wire Mesh Install
218,ovannoort61@ft.com,Ozzy,China,Dinghuo,$6623.76,2024-04-17,"Doors, Frames & Hardware"
274,ggiamitti7l@seattletimes.com,Gallard,China,Dinghuo,$9943.67,2024-06-29,Roofing (Metal)
415,zsansumbi@howstuffworks.com,Zorah,China,Dinghuo,$4506.58,2024-06-29,Construction Clean and Final Clean
499,gvashchenkodu@php.net,Guglielmo,China,Dinghuo,$2709.23,2024-02-24,Wall Protection
527,fgulstonem@delicious.com,Freddi,China,Dinghuo,$6458.09,2024-02-26,Elevator
615,clockarth2@photobucket.com,Cordula,China,Dinghuo,$8255.06,2024-04-24,Marlite Panels (FED)
633,mspraggehk@noaa.gov,Miner,China,Dinghuo,$4649.29,2024-06-25,HVAC
647,othirlawayhy@globo.com,Orson,China,Dinghuo,$4233.18,2024-03-26,Exterior Signage
706,mshilstonjl@imdb.com,Maynard,China,Dinghuo,$3205.97,2024-06-22,RF Shielding
755,crentzky@sohu.com,Claudianus,China,Dinghuo,$3851.48,2024-02-05,Glass & Glazing
773,rmonkleylg@hubpages.com,Rance,China,Dinghuo,$2813.69,2024-08-01,Plumbing & Medical Gas
777,mbullantlk@msu.edu,Marsh,China,Dinghuo,$5596.30,2024-04-20,Roofing (Metal)
790,akhalidlx@google.com.br,Angel,China,Dinghuo,$7387.32,2024-04-20,RF Shielding
799,lcaghanm6@cafepress.com,Leanna,China,Dinghuo,$8599.38,2024-04-25,Site Furnishings
809,jartusmg@go.com,Joyous,China,Dinghuo,$7554.03,2024-07-25,Rebar & Wire Mesh Install
988,raronowitzrf@wikimedia.org,Remy,China,Dinghuo,$5320.57,2024-06-18,Asphalt Paving
42,kwallice15@salon.com,Kerwin,Russia,Zyablikovo,$8290.85,2024-07-28,Drywall & Acoustical (FED)
45,amallabar18@hao123.com,Ashien,Russia,Zyablikovo,$5773.22,2024-01-13,Drywall & Acoustical (FED)
60,hvanns1n@desdev.cn,Humbert,Russia,Zyablikovo,$6261.62,2024-04-01,HVAC
77,tbettaney24@t.co,Terrel,Russia,Zyablikovo,$4535.37,2024-07-01,Plumbing & Medical Gas
149,sbovey44@narod.ru,Sayer,Russia,Zyablikovo,$8782.81,2024-07-20,Sitework & Site Utilities
151,ispikeings46@scientificamerican.com,Ivory,Russia,Zyablikovo,$1801.55,2024-07-07,Epoxy Flooring
181,esyde50@clickbank.net,Eda,Russia,Zyablikovo,$2058.66,2024-06-25,Drywall & Acoustical (MOB)
185,scolliar54@csmonitor.com,Stanton,Russia,Zyablikovo,$7593.09,2024-07-29,Asphalt Paving
235,usorrel6i@economist.com,Ulysses,Russia,Zyablikovo,$7911.74,2024-02-28,Hard Tile & Stone
286,bbatiste7x@businessinsider.com,Berty,Russia,Zyablikovo,$4908.72,2024-02-10,Prefabricated Aluminum Metal Canopies
349,ffritzer9o@umich.edu,Faye,Russia,Zyablikovo,$2342.78,2024-01-14,Roofing (Asphalt)
390,wbertelsenat@amazonaws.com,Willie,Russia,Zyablikovo,$7084.52,2024-07-02,Glass & Glazing
419,mmattackbm@craigslist.org,Maurice,Russia,Zyablikovo,$9619.58,2024-05-13,Roofing (Metal)
443,bheardca@weebly.com,Brigitte,Russia,Zyablikovo,$4891.30,2024-07-02,Epoxy Flooring
475,jaismand6@bloglovin.com,Jodi,Russia,Zyablikovo,$6779.66,2024-06-14,Wall Protection
575,gmuglestonefy@hp.com,Grady,Russia,Zyablikovo,$2609.45,2024-07-13,Roofing (Asphalt)
651,cperagoi2@ow.ly,Curtis,Russia,Zyablikovo,$1260.75,2024-08-05,Drywall & Acoustical (FED)
679,mcolnetiu@booking.com,Mimi,Russia,Zyablikovo,$8319.42,2024-03-10,Landscaping & Irrigation
690,cdowdaj5@blogspot.com,Cyndi,Russia,Zyablikovo,$2500.85,2024-04-20,Hard Tile & Stone
743,kmumbesonkm@163.com,Kristina,Russia,Zyablikovo,$6570.86,2024-05-14,Framing (Wood)
751,jrawesku@nydailynews.com,Jimmy,Russia,Zyablikovo,$6174.86,2024-04-07,EIFS
816,rbarmbymn@gravatar.com,Rozalie,Russia,Zyablikovo,$1544.51,2024-03-12,Soft Flooring and Base
975,dlavinr2@huffingtonpost.com,Dela,Russia,Zyablikovo,$8425.03,2024-02-11,Framing (Steel)
979,krapir6@qq.com,Krissie,Russia,Zyablikovo,$1254.73,2024-06-10,Hard Tile & Stone
980,igradwellr7@themeforest.net,Irma,Russia,Zyablikovo,$3929.91,2024-06-13,Rebar & Wire Mesh Install
3,acossam2@about.me,Audi,Slovenia,Bilje,$3964.96,2024-01-13,Ornamental Railings
6,qblock5@gnu.org,Quintana,Slovenia,Bilje,$2760.55,2024-03-22,"Temp Fencing, Decorative Fencing and Gates"
72,mallett1z@senate.gov,Matilda,Slovenia,Bilje,$2114.56,2024-08-08,Framing (Steel)
85,mrosso2c@about.com,Mellisa,Slovenia,Bilje,$4183.66,2024-02-22,"Temp Fencing, Decorative Fencing and Gates"
175,aconnue4u@miitbeian.gov.cn,Anatollo,Slovenia,Bilje,$4445.35,2024-01-08,Construction Clean and Final Clean
211,didwalevans5u@google.ru,Darby,Slovenia,Bilje,$1289.53,2024-01-18,Plumbing & Medical Gas
256,lwarland73@godaddy.com,Leanora,Slovenia,Bilje,$3229.26,2024-07-01,Site Furnishings
292,mledgeway83@senate.gov,Marleah,Slovenia,Bilje,$1818.54,2024-07-27,Casework
326,ldinnis91@t-online.de,Lennard,Slovenia,Bilje,$3612.46,2024-05-19,Casework
343,ckilpin9i@hibu.com,Colline,Slovenia,Bilje,$2893.65,2024-05-09,Plumbing & Medical Gas
473,mhearstd4@hc360.com,Melamie,Slovenia,Bilje,$7581.67,2024-01-06,Roofing (Metal)
576,kvandendaelfz@php.net,Kat,Slovenia,Bilje,$8435.17,2024-04-09,Hard Tile & Stone
581,tgaffeyg4@yandex.ru,Tobin,Slovenia,Bilje,$3722.16,2024-05-03,HVAC
588,tvautregb@dell.com,Tish,Slovenia,Bilje,$9478.83,2024-05-27,"Doors, Frames & Hardware"
613,pglauberh0@miitbeian.gov.cn,Philly,Slovenia,Bilje,$5634.10,2024-03-11,Framing (Wood)
639,cgloveshq@ning.com,Charlie,Slovenia,Bilje,$6053.89,2024-04-10,Sitework & Site Utilities
673,apagonio@123-reg.co.uk,Ade,Slovenia,Bilje,$8197.85,2024-06-21,Roofing (Metal)
721,jlillemank0@pbs.org,Javier,Slovenia,Bilje,$9709.43,2024-05-26,Framing (Steel)
729,dallattk8@unblog.fr,Debbi,Slovenia,Bilje,$7633.43,2024-03-29,Roofing (Asphalt)
767,ckunla@umn.edu,Corinna,Slovenia,Bilje,$5152.50,2024-06-18,Roofing (Metal)
786,bfaughnylt@simplemachines.org,Billie,Slovenia,Bilje,$5753.47,2024-06-12,Structural and Misc Steel (Fabrication)
811,tmacmichaelmi@nationalgeographic.com,Thomasin,Slovenia,Bilje,$3729.36,2024-04-08,Rebar & Wire Mesh Install
815,bdoustmm@msu.edu,Blanche,Slovenia,Bilje,$1161.45,2024-03-28,Rebar & Wire Mesh Install
860,ghammernv@mlb.com,Guglielma,Slovenia,Bilje,$2901.76,2024-02-11,Painting & Vinyl Wall Covering
