id,employee_email,name,country,city,salary,joining_date,contract_type
38,obowich11@dmoz.org,Oralia,China,Liuge,$1157.09,2024-03-22,Soft Flooring and Base
80,banthes27@indiatimes.com,Bellina,China,Liuge,$1909.77,2024-08-04,Drilled Shafts
136,jbearman3r@opera.com,Janice,China,Liuge,$2602.86,2024-03-24,Casework
157,rliddyard4c@vimeo.com,Robb,China,Liuge,$9323.89,2024-02-14,Structural and Misc Steel (Fabrication)
165,dgunthorp4k@ask.com,Dre,China,Liuge,$6903.51,2024-08-04,Structural & Misc Steel Erection
169,syegorchenkov4o@wufoo.com,Susanetta,China,Liuge,$7836.66,2024-03-09,Rebar & Wire Mesh Install
174,usowter4t@ca.gov,Ulberto,China,Liuge,$3704.47,2024-04-19,Construction Clean and Final Clean
270,rtanswill7h@jiathis.com,Roselin,China,Liuge,$6024.92,2024-03-23,Structural & Misc Steel Erection
289,ostalf80@indiatimes.com,Oralia,China,Liuge,$9777.19,2024-01-21,EIFS
291,mbuchett82@dion.ne.jp,Maddy,China,Liuge,$7766.86,2024-04-12,Masonry
407,msheildsba@altervista.org,Maury,China,Liuge,$3620.95,2024-02-20,Wall Protection
410,mglasspoolbd@harvard.edu,Morganne,China,Liuge,$3818.34,2024-02-03,Roofing (Asphalt)
413,hfaircliffebg@about.com,Heinrick,China,Liuge,$9178.17,2024-03-24,Granite Surfaces
425,dpawseybs@usa.gov,Dianne,China,Liuge,$7286.88,2024-05-27,Curb & Gutter
428,lwelldrakebv@scribd.com,Lillis,China,Liuge,$2548.28,2024-02-15,Fire Protection
433,dshevelinc0@nbcnews.com,Domenic,China,Liuge,$7183.79,2024-02-23,Structural & Misc Steel Erection
448,mhickeringillcf@hexun.com,Mac,China,Liuge,$6420.79,2024-06-21,Epoxy Flooring
449,anornasellcg@wikispaces.com,Aliza,China,Liuge,$8226.03,2024-01-25,Marlite Panels (FED)
450,kkulasch@360.cn,Kissiah,China,Liuge,$5596.38,2024-06-22,Landscaping & Irrigation
504,ldahmkedz@seesaa.net,Lorry,China,Liuge,$2113.94,2024-04-27,Granite Surfaces
522,fdavioeh@deviantart.com,Fredrick,China,Liuge,$9751.99,2024-07-01,"Temp Fencing, Decorative Fencing and Gates"
597,lbengocheagk@mayoclinic.com,Levy,China,Liuge,$5170.41,2024-03-10,Fire Protection
757,tlanhaml0@php.net,Teodor,China,Liuge,$5744.92,2024-06-19,Wall Protection
774,ndarrigolh@yolasite.com,Noby,China,Liuge,$1132.67,2024-03-07,Sitework & Site Utilities
819,mkilgourmq@phpbb.com,Major,China,Liuge,$4948.25,2024-04-17,Structural & Misc Steel Erection
847,mmorillani@illinois.edu,Miguel,China,Liuge,$8406.53,2024-07-10,EIFS
867,vouldo2@myspace.com,Vivi,China,Liuge,$5721.77,2024-04-16,Marlite Panels (FED)
891,lgarletteoq@vinaora.com,Lyssa,China,Liuge,$6583.50,2024-05-18,Plumbing & Medical Gas
916,kstrevenspf@wiley.com,Kahaleel,China,Liuge,$3950.61,2024-05-26,Asphalt Paving
935,rberriepy@xrea.com,Rorke,China,Liuge,$2874.09,2024-03-20,Construction Clean and Final Clean
971,nyoxallqy@rambler.ru,Norby,China,Liuge,$3562.07,2024-08-18,Rebar & Wire Mesh Install
989,wedridgerg@loc.gov,Wynn,China,Liuge,$7422.85,2024-04-05,Framing (Wood)
