id,employee_email,name,country,city,salary,joining_date,contract_type
53,lklas1g@reference.com,Lynnelle,Russia,Kurortnyy,$2575.07,2024-08-05,Electrical
61,vgobbett1o@ucla.edu,Virgina,Russia,Kurortnyy,$4077.35,2024-01-01,Plumbing & Medical Gas
67,esparway1u@dedecms.com,Elli,Russia,Kurortnyy,$3908.19,2024-06-28,Roofing (Asphalt)
93,emcging2k@shinystat.com,Emmi,Russia,Kurortnyy,$6634.08,2024-01-01,Drywall & Acoustical (MOB)
97,tcogger2o@utexas.edu,Tobias,Russia,Kurortnyy,$6151.81,2024-05-24,Plumbing & Medical Gas
104,hthexton2v@amazon.com,Hendrika,Russia,Kurortnyy,$5871.82,2024-06-28,RF Shielding
161,akennion4g@4shared.com,Auria,Russia,Kurortnyy,$9715.30,2024-03-09,Drywall & Acoustical (FED)
183,mtyreman52@usgs.gov,Mia,Russia,Kurortnyy,$8879.74,2024-04-04,Drilled Shafts
205,jvedeniktov5o@timesonline.co.uk,Julio,Russia,Kurortnyy,$7837.14,2024-02-15,Ornamental Railings
236,rassandri6j@imageshack.us,Ruddy,Russia,Kurortnyy,$1145.43,2024-06-03,Fire Sprinkler System
242,cmonkton6p@is.gd,Chryste,Russia,Kurortnyy,$5369.00,2024-07-07,EIFS
244,afitzgeorge6r@uol.com.br,Armando,Russia,Kurortnyy,$6697.87,2024-03-05,Painting & Vinyl Wall Covering
251,mlasty6y@flavors.me,Margaretha,Russia,Kurortnyy,$6770.42,2024-07-01,Glass & Glazing
324,eyeld8z@addtoany.com,Emlyn,Russia,Kurortnyy,$2443.66,2024-04-26,Overhead Doors
355,cfarman9u@weibo.com,Celka,Russia,Kurortnyy,$5177.52,2024-06-26,Site Furnishings
373,kwadgeac@amazonaws.com,Klement,Russia,Kurortnyy,$9246.88,2024-07-25,Rebar & Wire Mesh Install
388,drustear@cnbc.com,Denver,Russia,Kurortnyy,$6115.64,2024-06-11,Waterproofing & Caulking
417,tchancelierbk@telegraph.co.uk,Tadeo,Russia,Kurortnyy,$2103.36,2024-08-13,Plumbing & Medical Gas
426,sferschkebt@drupal.org,Shayne,Russia,Kurortnyy,$9151.60,2024-03-02,RF Shielding
464,skrautcv@china.com.cn,Sanson,Russia,Kurortnyy,$3276.46,2024-04-24,Waterproofing & Caulking
470,rspenceleyd1@youku.com,Robin,Russia,Kurortnyy,$4820.30,2024-01-16,Wall Protection
471,phadwickd2@spotify.com,Perice,Russia,Kurortnyy,$8926.35,2024-04-09,Masonry
516,gtilsoneb@smh.com.au,Gregg,Russia,Kurortnyy,$8806.16,2024-01-31,Masonry
519,achillee@hibu.com,Aimil,Russia,Kurortnyy,$1214.41,2024-08-02,Hard Tile & Stone
550,lpainterf9@sbwire.com,Lula,Russia,Kurortnyy,$8548.77,2024-03-26,Fire Sprinkler System
552,chartleburyfb@cam.ac.uk,Corey,Russia,Kurortnyy,$7196.07,2024-07-20,Electrical and Fire Alarm
610,aproffergx@comsenz.com,Alexine,Russia,Kurortnyy,$5241.48,2024-05-14,Wall Protection
614,pfawthroph1@comcast.net,Peyter,Russia,Kurortnyy,$2445.55,2024-03-21,Curb & Gutter
641,cbidewelhs@ameblo.jp,Christie,Russia,Kurortnyy,$5893.79,2024-08-12,Overhead Doors
664,jbewfieldif@irs.gov,Juliana,Russia,Kurortnyy,$2223.50,2024-05-09,Drywall & Acoustical (FED)
734,lskedkd@networkadvertising.org,Lillis,Russia,Kurortnyy,$9726.75,2024-03-19,Fire Protection
800,bheintschm7@comsenz.com,Bernardine,Russia,Kurortnyy,$2125.67,2024-04-01,Prefabricated Aluminum Metal Canopies
862,sbernnx@cbc.ca,Staci,Russia,Kurortnyy,$6779.73,2024-02-19,EIFS
870,echaveyo5@bing.com,Em,Russia,Kurortnyy,$6637.24,2024-02-08,Retaining Wall and Brick Pavers
918,ewindrassph@i2i.jp,Elvera,Russia,Kurortnyy,$6397.15,2024-01-01,Casework
929,cmathelonps@networksolutions.com,Cos,Russia,Kurortnyy,$8721.80,2024-04-27,Overhead Doors
